Ensembl Gene ID	Ensembl Protein ID	Chromosome Name	Gene Start (bp)	Gene End (bp)	Associated Gene Name
YGL134W	YGL134W	VII	255663	256964	PCL10
YJR094W-A	YJR094W-A	X	608305	608858	RPL43B
YDR293C	YDR293C	IV	1045640	1049392	SSD1
YBL113W-A	YBL113W-A	II	646	1128	
YNR015W	YNR015W	XIV	653387	654541	SMM1
YKL006W	YKL006W	XI	431906	432720	RPL14A
YLR456W	YLR456W	XII	1055070	1055684	
YDR448W	YDR448W	IV	1356065	1357369	ADA2
YIL166C	YIL166C	IX	30938	32566	
YDR097C	YDR097C	IV	640109	643837	MSH6
YER184C	YER184C	V	556296	558680	TOG1
YJL047C-A	YJL047C-A	X	349044	349178	
YJL066C	YJL066C	X	314114	314872	MPM1
YKL095W	YKL095W	XI	262277	263113	YJU2
YLR368W	YLR368W	XII	857540	859336	MDM30
YOR194C	YOR194C	XV	711683	712543	TOA1
YGR060W	YGR060W	VII	610564	611493	ERG25
YHR041C	YHR041C	VIII	189131	189864	SRB2
YBR115C	YBR115C	II	469748	473926	LYS2
YCR097W	YCR097W	III	293835	294321	HMRA1
YBR147W	YBR147W	II	536575	537465	RTC2
YFL003C	YFL003C	VI	134521	137157	MSH4
YHR086W	YHR086W	VIII	278153	279724	NAM8
YOL120C	YOL120C	XV	93395	94402	RPL18A
YML079W	YML079W	XIII	110247	110852	
YOR125C	YOR125C	XV	559030	559731	CAT5
YLR065C	YLR065C	XII	266373	266918	ENV10
YNL298W	YNL298W	XIV	68915	71443	CLA4
YPL134C	YPL134C	XVI	298571	299503	ODC1
YER078C	YER078C	V	316807	318342	ICP55
YGL225W	YGL225W	VII	76894	77907	VRG4
YLR129W	YLR129W	XII	399657	402488	DIP2
YNL224C	YNL224C	XIV	224796	227099	SQS1
YNL122C	YNL122C	XIV	398023	398370	
YGL066W	YGL066W	VII	377609	379582	SGF73
YCL067C	YCL067C	III	12386	13018	HMLALPHA2
YNL217W	YNL217W	XIV	240331	241311	
YGL063W	YGL063W	VII	383654	384766	PUS2
YML030W	YML030W	XIII	216435	216914	RCF1
YPL152W-A	YPL152W-A	XVI	264602	264700	
YAL039C	YAL039C	I	68716	69525	CYC3
YOR261C	YOR261C	XV	815915	816931	RPN8
YLR191W	YLR191W	XII	537272	538432	PEX13
YMR316W	YMR316W	XIII	904825	905835	DIA1
YCR027C	YCR027C	III	167370	167999	RHB1
YDL046W	YDL046W	IV	371240	371761	NPC2
YER125W	YER125W	V	410189	412618	RSP5
YMR263W	YMR263W	XIII	794919	795524	SAP30
YOL113W	YOL113W	XV	104326	106293	SKM1
YAL001C	YAL001C	I	147594	151166	TFC3
YDR517W	YDR517W	IV	1477239	1478357	GRH1
YBR197C	YBR197C	II	615203	615856	
YDR192C	YDR192C	IV	843569	844861	NUP42
YJR132W	YJR132W	X	669522	672668	NMD5
YER021W	YER021W	V	196948	198519	RPN3
YGL034C	YGL034C	VII	433214	433579	
YKL014C	YKL014C	XI	411619	416913	URB1
YDL106C	YDL106C	IV	270222	271901	PHO2
YGR197C	YGR197C	VII	892497	894140	SNG1
YDR365C	YDR365C	IV	1204497	1206383	ESF1
YNL280C	YNL280C	XIV	109095	110411	ERG24
YCR030C	YCR030C	III	173826	176438	SYP1
YDL154W	YDL154W	IV	178334	181039	MSH5
YDR505C	YDR505C	IV	1456695	1459220	PSP1
YGL033W	YGL033W	VII	435625	436351	HOP2
YMR211W	YMR211W	XIII	689083	690510	DML1
YBR221W-A	YBR221W-A	II	666538	666642	
YBL036C	YBL036C	II	150447	151220	
YGL202W	YGL202W	VII	116059	117561	ARO8
YIL176C	YIL176C	IX	8793	9155	PAU14
YOL147C	YOL147C	XV	47933	48643	PEX11
YPR178W	YPR178W	XVI	892332	893729	PRP4
YFR007W	YFR007W	VI	159299	160360	YFH7
YEL008W	YEL008W	V	140512	140892	
YGR072W	YGR072W	VII	634304	635467	UPF3
YER022W	YER022W	V	198812	200875	SRB4
YNL069C	YNL069C	XIV	493956	495001	RPL16B
YIL118W	YIL118W	IX	139752	140447	RHO3
YJR008W	YJR008W	X	452430	453446	MHO1
YKL217W	YKL217W	XI	22234	24084	JEN1
YAR060C	YAR060C	I	217157	217492	
YCL010C	YCL010C	III	103571	104350	SGF29
YNL303W	YNL303W	XIV	61510	61857	
YPL036W	YPL036W	XVI	482843	485686	PMA2
YJR024C	YJR024C	X	470230	470964	MDE1
YBR042C	YBR042C	II	320416	321609	CST26
YAL047C	YAL047C	I	54989	56857	SPC72
YER056C-A	YER056C-A	V	269423	270185	RPL34A
YFR011C	YFR011C	VI	166746	167258	MIC19
YDR256C	YDR256C	IV	968133	969680	CTA1
YFL065C	YFL065C	VI	3030	3338	
YNL287W	YNL287W	XIV	91994	94801	SEC21
YAL065C	YAL065C	I	11565	11951	
YGR103W	YGR103W	VII	695417	697234	NOP7
YLR061W	YLR061W	XII	263194	263948	RPL22A
YLR171W	YLR171W	XII	500733	501122	
YGR161W-A	YGR161W-A	VII	811738	813054	
YOR281C	YOR281C	XV	846269	847129	PLP2
YBR162C	YBR162C	II	563203	564570	TOS1
YJL078C	YJL078C	X	291336	293981	PRY3
YMR114C	YMR114C	XIII	496343	497449	
YJL152W	YJL152W	X	136174	136533	
YGR251W	YGR251W	VII	995639	996229	NOP19
YJL067W	YJL067W	X	314084	314434	
YBR094W	YBR094W	II	432036	434297	PBY1
YDR118W-A	YDR118W-A	IV	687768	687884	
YGR065C	YGR065C	VII	618077	619858	VHT1
YGR031C-A	YGR031C-A	VII	546809	547300	NAG1
YEL017C-A	YEL017C-A	V	122798	122929	PMP2
YGL251C	YGL251C	VII	27921	31636	HFM1
YOR260W	YOR260W	XV	813984	815720	GCD1
YKL021C	YKL021C	XI	397344	398750	MAK11
YKR028W	YKR028W	XI	494257	497358	SAP190
YOR374W	YOR374W	XV	1039840	1041399	ALD4
YHL026C	YHL026C	VIII	53219	54166	
YNR062C	YNR062C	XIV	744360	745343	
YHR014W	YHR014W	VIII	132047	132922	SPO13
YCR028C	YCR028C	III	170886	172424	FEN2
YDL015C	YDL015C	IV	426002	426934	TSC13
YJL102W	YJL102W	X	231301	233760	MEF2
YCR016W	YCR016W	III	143634	144506	
YER058W	YER058W	V	271768	272091	PET117
YER149C	YER149C	V	466208	467470	PEA2
YJL147C	YJL147C	X	141419	142567	
YDL035C	YDL035C	IV	389172	392057	GPR1
YDR533C	YDR533C	IV	1501447	1502160	HSP31
YGL222C	YGL222C	VII	80659	81186	EDC1
YDL090C	YDL090C	IV	295034	296329	RAM1
YBR177C	YBR177C	II	584807	586162	EHT1
YJL034W	YJL034W	X	381327	383375	KAR2
YML012C-A	YML012C-A	XIII	245537	245914	
YNR059W	YNR059W	XIV	736803	738545	MNT4
YOR034C-A	YOR034C-A	XV	397426	397668	
YGR156W	YGR156W	VII	800546	801823	PTI1
YLR066W	YLR066W	XII	267169	267723	SPC3
YBR125C	YBR125C	II	487199	488380	PTC4
YOR376W	YOR376W	XV	1043191	1043559	
YBR173C	YBR173C	II	581726	582172	UMP1
YCL023C	YCL023C	III	78949	79296	
YHR057C	YHR057C	VIII	218226	218843	CPR2
YAL051W	YAL051W	I	48564	51707	OAF1
YOL162W	YOL162W	XV	10119	10766	
YOR077W	YOR077W	XV	471899	472597	RTS2
YLR234W	YLR234W	XII	609783	611753	TOP3
YDR198C	YDR198C	IV	852533	853972	RKM2
YJR124C	YJR124C	X	652892	654238	
YHR107C	YHR107C	VIII	326813	328036	CDC12
YER112W	YER112W	V	387232	387795	LSM4
YLL066C	YLL066C	XII	6120	9836	
YCL026C-A	YCL026C-A	III	74704	75285	FRM2
YLR174W	YLR174W	XII	504591	505829	IDP2
YCR018C-A	YCR018C-A	III	151608	151862	
YGR108W	YGR108W	VII	703636	705051	CLB1
YDR346C	YDR346C	IV	1167214	1168659	SVF1
YDL232W	YDL232W	IV	38487	38597	OST4
YDR091C	YDR091C	IV	626708	628534	RLI1
YER165C-A	YER165C-A	V	512627	512983	
YKR092C	YKR092C	XI	612665	613885	SRP40
YLR269C	YLR269C	XII	680866	681216	
YEL069C	YEL069C	V	21537	23231	HXT13
YLR117C	YLR117C	XII	382471	384534	CLF1
YLR385C	YLR385C	XII	892992	893390	SWC7
YBR250W	YBR250W	II	719033	720604	SPO23
YDR143C	YDR143C	IV	742042	743874	SAN1
YER185W	YER185W	V	559454	560365	PUG1
YGL007W	YGL007W	VII	483260	483637	BRP1
YAL031C	YAL031C	I	84749	87031	GIP4
YNR075C-A	YNR075C-A	XIV	781511	781603	
YOL013C	YOL013C	XV	301380	303035	HRD1
YGR139W	YGR139W	VII	765726	766064	
YLR089C	YLR089C	XII	318237	320015	ALT1
YKL222C	YKL222C	XI	3503	5620	
YKL155C	YKL155C	XI	159456	161342	RSM22
YGR154C	YGR154C	VII	796798	797868	GTO1
YNL277W	YNL277W	XIV	117349	118809	MET2
YOL061W	YOL061W	XV	212244	213734	PRS5
YDL014W	YDL014W	IV	427364	428347	NOP1
YFR013W	YFR013W	VI	169922	172285	IOC3
YCL064C	YCL064C	III	15798	16880	CHA1
YDR493W	YDR493W	IV	1436217	1436588	MZM1
YLR345W	YLR345W	XII	820511	822040	
YGL022W	YGL022W	VII	452404	454560	STT3
YLR192C	YLR192C	XII	538792	539589	HCR1
YOR265W	YOR265W	XV	820454	820774	RBL2
YCL019W	YCL019W	III	85102	90415	
YDR031W	YDR031W	IV	503498	503863	MIX14
YOR333C	YOR333C	XV	944541	944957	
YDL190C	YDL190C	IV	118707	121592	UFD2
YKR083C	YKR083C	XI	596421	596822	DAD2
YBR141C	YBR141C	II	527025	528038	BMT2
YAL008W	YAL008W	I	136914	137510	FUN14
YDR453C	YDR453C	IV	1365072	1365662	TSA2
YDR191W	YDR191W	IV	842337	843449	HST4
YDR490C	YDR490C	IV	1431968	1434268	PKH1
YER107W-A	YER107W-A	V	374394	374714	
YLR459W	YLR459W	XII	1057334	1058518	GAB1
YNL193W	YNL193W	XIV	274368	276044	
YHR099W	YHR099W	VIII	302761	313995	TRA1
YLR360W	YLR360W	XII	846103	847422	VPS38
YKL070W	YKL070W	XI	306211	306720	
YPR170W-B	YPR170W-B	XVI	883239	883595	
YKL145W-A	YKL145W-A	XI	174958	175050	
YOR142W	YOR142W	XV	593057	594046	LSC1
YDR304C	YDR304C	IV	1071880	1072557	CPR5
YLR430W	YLR430W	XII	993434	1000129	SEN1
YPL020C	YPL020C	XVI	512313	514178	ULP1
YHL023C	YHL023C	VIII	59123	62563	NPR3
YLR165C	YLR165C	XII	494494	495258	PUS5
YOR283W	YOR283W	XV	847453	848145	
YMR052C-A	YMR052C-A	XIII	380069	380434	
YJR054W	YJR054W	X	536056	537549	KCH1
YOR053W	YOR053W	XV	427817	428158	
YER084W-A	YER084W-A	V	327598	328110	
YHL005C	YHL005C	VIII	98828	99220	
YMR255W	YMR255W	XIII	778001	778567	GFD1
YDR029W	YDR029W	IV	501100	501414	
YDR033W	YDR033W	IV	508147	509109	MRH1
YPL154C	YPL154C	XVI	259714	260931	PEP4
YNL043C	YNL043C	XIV	545589	545909	
YDR253C	YDR253C	IV	963990	964565	MET32
YAL032C	YAL032C	I	83335	84474	PRP45
YNL241C	YNL241C	XIV	196426	197943	ZWF1
YNL014W	YNL014W	XIV	606319	609453	HEF3
YEL011W	YEL011W	V	133120	135234	GLC3
YNL291C	YNL291C	XIV	84169	85815	MID1
YDL140C	YDL140C	IV	205360	210561	RPO21
YLR079W	YLR079W	XII	286820	287674	SIC1
YMR104C	YMR104C	XIII	473420	475453	YPK2
YOR348C	YOR348C	XV	986899	988782	PUT4
YOR097C	YOR097C	XV	506978	507505	
Q0143	Q0143	Mito	51277	51429	
YOR072W-B	YOR072W-B	XV	464469	464630	
YHR103W	YHR103W	VIII	320414	322972	SBE22
YOL126C	YOL126C	XV	81787	82920	MDH2
YOL107W	YOL107W	XV	112102	113130	
YHR026W	YHR026W	VIII	160844	161485	VMA16
YGL061C	YGL061C	VII	388968	389711	DUO1
YGR028W	YGR028W	VII	542203	543291	MSP1
YMR141W-A	YMR141W-A	XIII	550911	551135	
YJL089W	YJL089W	X	265926	268415	SIP4
YKL116C	YKL116C	XI	221344	222900	PRR1
YHR134W	YHR134W	VIII	371749	372558	WSS1
YOR022C	YOR022C	XV	373710	375857	
YBR228W	YBR228W	II	675313	676227	SLX1
YNL320W	YNL320W	XIV	37700	38554	
YGR123C	YGR123C	VII	736662	738203	PPT1
YBR269C	YBR269C	II	742160	742576	SDH8
YMR220W	YMR220W	XIII	712316	713671	ERG8
YLR290C	YLR290C	XII	717145	717978	
YMR188C	YMR188C	XIII	636291	637004	MRPS17
YNL258C	YNL258C	XIV	158109	160373	DSL1
YNL075W	YNL075W	XIV	485607	486479	IMP4
YPR159W	YPR159W	XVI	857583	859745	KRE6
YMR198W	YMR198W	XIII	659745	661529	CIK1
YHR089C	YHR089C	VIII	282681	283298	GAR1
YBR194W	YBR194W	II	610038	610409	AIM4
YBR190W	YBR190W	II	605966	606277	
YNR018W	YNR018W	XIV	664270	664944	RCF2
YAL044C	YAL044C	I	57950	58462	GCV3
YKL197C	YKL197C	XI	70734	73865	PEX1
YKL139W	YKL139W	XI	182958	184544	CTK1
YGR138C	YGR138C	VII	763762	765606	TPO2
YHR129C	YHR129C	VIII	362999	364153	ARP1
YLR436C	YLR436C	XII	1007421	1011245	ECM30
YOR253W	YOR253W	XV	804377	804907	NAT5
YNL268W	YNL268W	XIV	138550	140385	LYP1
YIL105C	YIL105C	IX	167581	169641	SLM1
YDL029W	YDL029W	IV	399340	400638	ARP2
YDR403W	YDR403W	IV	1274602	1276212	DIT1
YOR132W	YOR132W	XV	573175	574830	VPS17
YPR160C-A	YPR160C-A	XVI	862577	862861	
YCL026C-B	YCL026C-B	III	73405	73986	HBN1
YPR092W	YPR092W	XVI	718379	718684	
YDR525W-A	YDR525W-A	IV	1490596	1490835	SNA2
YPL255W	YPL255W	XVI	67725	68882	BBP1
YEL012W	YEL012W	V	131772	132551	UBC8
YOR192C	YOR192C	XV	698768	700567	THI72
YGL229C	YGL229C	VII	64503	66959	SAP4
YER065C	YER065C	V	285241	286914	ICL1
YPR194C	YPR194C	XVI	924304	926937	OPT2
YOL005C	YOL005C	XV	315813	316175	RPB11
YML052W	YML052W	XIII	170402	171310	SUR7
YML064C	YML064C	XIII	145139	145876	TEM1
YHL019C	YHL019C	VIII	67731	69548	APM2
YBR167C	YBR167C	II	571468	571890	POP7
YHL046C	YHL046C	VIII	11923	12285	PAU13
YPR176C	YPR176C	XVI	891101	892078	BET2
YFL016C	YFL016C	VI	104701	106236	MDJ1
YLR383W	YLR383W	XII	885288	888632	SMC6
YJL062W	YJL062W	X	317284	319776	LAS21
YDR140W	YDR140W	IV	734138	734803	MTQ2
YNL252C	YNL252C	XIV	171441	172286	MRPL17
YLR048W	YLR048W	XII	242232	243349	RPS0B
YGR282C	YGR282C	VII	1057783	1058724	BGL2
YEL033W	YEL033W	V	86179	86598	MTC7
YMR196W	YMR196W	XIII	655076	658342	
YOR205C	YOR205C	XV	725564	727234	GEP3
YLR299W	YLR299W	XII	726069	728051	ECM38
YER056C	YER056C	V	266512	268113	FCY2
YBR188C	YBR188C	II	603685	604107	NTC20
YHR178W	YHR178W	VIII	459299	461530	STB5
YOR195W	YOR195W	XV	712866	715331	SLK19
YER114C	YER114C	V	390590	393712	BOI2
YOR192C-C	YOR192C-C	XV	703988	704224	
YJL191W	YJL191W	X	73787	74611	RPS14B
YGL258W	YGL258W	VII	11110	11730	VEL1
YIL002C	YIL002C	IX	350591	353431	INP51
YDR518W	YDR518W	IV	1478608	1480161	EUG1
YKR021W	YKR021W	XI	479234	481981	ALY1
YLR328W	YLR328W	XII	784913	786118	NMA1
YKL173W	YKL173W	XI	122517	125543	SNU114
YBL003C	YBL003C	II	235394	235792	HTA2
YNR013C	YNR013C	XIV	649028	651712	PHO91
YJR077C	YJR077C	X	577255	578190	MIR1
YDR376W	YDR376W	IV	1226822	1228303	ARH1
YJL120W	YJL120W	X	191022	191345	
YPR078C	YPR078C	XVI	697147	698265	
YGL058W	YGL058W	VII	393986	394504	RAD6
YFL005W	YFL005W	VI	130334	130981	SEC4
YMR284W	YMR284W	XIII	838187	839995	YKU70
YML061C	YML061C	XIII	148953	151532	PIF1
YJL139C	YJL139C	X	151713	152999	YUR1
Q0045	Q0045	Mito	13818	26701	COX1
YDL129W	YDL129W	IV	231024	231899	
YLR449W	YLR449W	XII	1030834	1032012	FPR4
YAL037C-B	YAL037C-B	I	72326	73300	
YLR021W	YLR021W	XII	183623	184162	IRC25
YDL007W	YDL007W	IV	438047	439360	RPT2
YOR145C	YOR145C	XV	605347	606171	PNO1
YMR317W	YMR317W	XIII	907364	910786	
YKR069W	YKR069W	XI	571612	573393	MET1
YOR287C	YOR287C	XV	850937	851839	RRP36
YIL122W	YIL122W	IX	130610	131665	POG1
YHR071C-A	YHR071C-A	VIII	238910	239230	
YPL218W	YPL218W	XVI	138698	139409	SAR1
YGR296C-B	YGR296C-B	VII	1089746	1090228	
YPR037C	YPR037C	XVI	646448	647038	ERV2
YLR080W	YLR080W	XII	287916	289250	EMP46
YJR149W	YJR149W	X	707160	708374	
YJL145W	YJL145W	X	145160	146044	SFH5
YKL036C	YKL036C	XI	369528	369920	
YPR198W	YPR198W	XVI	934034	935665	SGE1
YNR052C	YNR052C	XIV	719346	720647	POP2
YHR098C	YHR098C	VIII	299145	301934	SFB3
YOR244W	YOR244W	XV	792531	793868	ESA1
YMR314W	YMR314W	XIII	901709	902413	PRE5
YLR173W	YLR173W	XII	502421	504247	
YHR190W	YHR190W	VIII	484845	486179	ERG9
YPL097W	YPL097W	XVI	364952	366430	MSY1
YNL115C	YNL115C	XIV	410119	412053	
YLR103C	YLR103C	XII	343989	345941	CDC45
YBR112C	YBR112C	II	462870	465770	CYC8
YNL247W	YNL247W	XIV	182875	185178	
YLR123C	YLR123C	XII	391078	391407	
YOR345C	YOR345C	XV	981812	982162	
YNR065C	YNR065C	XIV	750350	753700	
YER014C-A	YER014C-A	V	183731	184700	BUD25
YKL132C	YKL132C	XI	193574	194866	RMA1
YPL222W	YPL222W	XVI	130162	132228	FMP40
YKL012W	YKL012W	XI	418310	420061	PRP40
YLR395C	YLR395C	XII	909729	909965	COX8
YHR141C	YHR141C	VIII	381990	382751	RPL42B
YAL041W	YAL041W	I	62840	65404	CDC24
YBL052C	YBL052C	II	119379	121874	SAS3
YCL045C	YCL045C	III	44623	46905	EMC1
YNL011C	YNL011C	XIV	611836	613170	
YDL135C	YDL135C	IV	218680	219288	RDI1
YMR237W	YMR237W	XIII	743749	745923	BCH1
Q0032	Q0032	Mito	11667	11957	
YOR020W-A	YOR020W-A	XV	371685	371957	
YOR054C	YOR054C	XV	427833	429857	VHS3
YMR158C-A	YMR158C-A	XIII	573194	573331	
Q0070	Q0070	Mito	13818	23167	AI5_ALPHA
YGR214W	YGR214W	VII	920575	921788	RPS0A
YIR021W-A	YIR021W-A	IX	398514	398726	
YGR046W	YGR046W	VII	584895	586052	TAM41
YGR224W	YGR224W	VII	942806	944647	AZR1
YMR130W	YMR130W	XIII	532119	533027	
YLR455W	YLR455W	XII	1053629	1054543	PDP3
YDR308C	YDR308C	IV	1078027	1078449	SRB7
YJL153C	YJL153C	X	134332	135933	INO1
YGL259W	YGL259W	VII	8470	8967	YPS5
YKR036C	YKR036C	XI	508702	510633	CAF4
YIR030W-A	YIR030W-A	IX	412899	413282	
YDR320C	YDR320C	IV	1106095	1108101	SWA2
YIL047C-A	YIL047C-A	IX	265099	265467	
YBR035C	YBR035C	II	306269	306955	PDX3
YCR002C	YCR002C	III	117380	118348	CDC10
YOR192C-A	YOR192C-A	XV	708416	709732	
YDR244W	YDR244W	IV	950563	952401	PEX5
YAL016W	YAL016W	I	124879	126786	TPD3
YER097W	YER097W	V	355140	355469	
Q0275	Q0275	Mito	79213	80022	COX3
YPR093C	YPR093C	XVI	719558	720424	ASR1
YMR239C	YMR239C	XIII	748262	749677	RNT1
YLR163C	YLR163C	XII	491866	493254	MAS1
YDL072C	YDL072C	IV	329836	330447	YET3
YPL190C	YPL190C	XVI	185317	187725	NAB3
YHR199C-A	YHR199C-A	VIII	498571	498859	NBL1
YER059W	YER059W	V	272624	273886	PCL6
YBR207W	YBR207W	II	635146	636543	FTH1
YIL049W	YIL049W	IX	260158	260919	DFG10
YBR069C	YBR069C	II	376574	378433	TAT1
YML073C	YML073C	XIII	123227	124172	RPL6A
YLR084C	YLR084C	XII	296589	300251	RAX2
YGL215W	YGL215W	VII	87981	89339	CLG1
YPR066W	YPR066W	XVI	681213	682112	UBA3
YOR135C	YOR135C	XV	580159	580500	IRC14
YNL202W	YNL202W	XIV	259578	260456	SPS19
YOR161C-C	YOR161C-C	XV	639121	639267	
YPL143W	YPL143W	XVI	282122	282970	RPL33A
YLR099C	YLR099C	XII	339744	340928	ICT1
YDR092W	YDR092W	IV	629876	630605	UBC13
YOR080W	YOR080W	XV	474594	476792	DIA2
YNL277W-A	YNL277W-A	XIV	116679	116867	
YCL073C	YCL073C	III	6479	8326	GEX1
YNL133C	YNL133C	XIV	374171	374692	FYV6
YJL053W	YJL053W	X	335898	337037	PEP8
YJL167W	YJL167W	X	105014	106072	ERG20
YIL097W	YIL097W	IX	180427	181977	FYV10
YOR198C	YOR198C	XV	718653	720065	BFR1
YNR025C	YNR025C	XIV	672702	673061	
YLR014C	YLR014C	XII	172268	174982	PPR1
YLL065W	YLL065W	XII	11726	12076	
YNL101W	YNL101W	XIV	434999	437140	AVT4
YGL241W	YGL241W	VII	45445	48459	KAP114
YML055W	YML055W	XIII	164790	165326	SPC2
YHR143W-A	YHR143W-A	VIII	387233	387445	RPC10
YLL050C	YLL050C	XII	39804	40414	COF1
YFL052W	YFL052W	VI	28232	29629	
YML035C	YML035C	XIII	206428	208860	AMD1
YGR133W	YGR133W	VII	756896	757447	PEX4
YDR357C	YDR357C	IV	1189199	1189567	CNL1
YDR023W	YDR023W	IV	489508	490896	SES1
YDR006C	YDR006C	IV	458542	461247	SOK1
YPL280W	YPL280W	XVI	11887	12600	HSP32
YNL256W	YNL256W	XIV	164623	167097	FOL1
YML100W	YML100W	XIII	70624	73920	TSL1
YHR197W	YHR197W	VIII	493896	496187	RIX1
YER098W	YER098W	V	355466	357730	UBP9
YDR401W	YDR401W	IV	1272223	1272786	
YNL325C	YNL325C	XIV	28739	31378	FIG4
YDL244W	YDL244W	IV	16204	17226	THI13
YGL204C	YGL204C	VII	111700	112005	
YBR128C	YBR128C	II	493081	494115	ATG14
YGL168W	YGL168W	VII	187464	187796	HUR1
YFR010W-A	YFR010W-A	VI	166728	166916	
YPL258C	YPL258C	XVI	53498	55153	THI21
YDR540C	YDR540C	IV	1517136	1517675	IRC4
YNL216W	YNL216W	XIV	241689	244172	RAP1
YIL036W	YIL036W	IX	285666	287429	CST6
YDL082W	YDL082W	IV	308424	309388	RPL13A
YJL215C	YJL215C	X	26412	26771	
YOR282W	YOR282W	XV	847000	847320	
YPL096C-A	YPL096C-A	XVI	366529	366735	ERI1
YLR307W	YLR307W	XII	745620	746525	CDA1
YML119W	YML119W	XIII	30611	31684	
YPL273W	YPL273W	XVI	25087	26064	SAM4
YCL066W	YCL066W	III	13282	13809	HMLALPHA1
YPL201C	YPL201C	XVI	169770	171155	YIG1
YLR046C	YLR046C	XII	238001	238813	
YDR316W-A	YDR316W-A	IV	1096064	1097386	
YHR003C	YHR003C	VIII	110028	111317	TCD1
YFL019C	YFL019C	VI	100252	100605	
YKR085C	YKR085C	XI	599094	599681	MRPL20
YPL025C	YPL025C	XVI	502473	503030	
YPR041W	YPR041W	XVI	648704	649921	TIF5
YJL050W	YJL050W	X	342522	345743	MTR4
YHR171W	YHR171W	VIII	445713	447605	ATG7
YLR154C-G	YLR154C-G	XII	462522	462671	
YLR051C	YLR051C	XII	246324	246977	FCF2
YER116C	YER116C	V	395348	396172	SLX8
YOR136W	YOR136W	XV	580250	581359	IDH2
YOL086W-A	YOL086W-A	XV	159173	159445	MHF1
YBL113C	YBL113C	II	280	2658	
YOR202W	YOR202W	XV	721946	722608	HIS3
YPR016W-A	YPR016W-A	XVI	593096	593356	
YHR219C-A	YHR219C-A	VIII	561199	561681	
YLR364W	YLR364W	XII	854062	854391	GRX8
YNL054W	YNL054W	XIV	526086	529583	VAC7
YGR137W	YGR137W	VII	762888	763262	
YBR153W	YBR153W	II	547460	548194	RIB7
YGR142W	YGR142W	VII	772454	773686	BTN2
YOL023W	YOL023W	XV	278056	280086	IFM1
YKL186C	YKL186C	XI	92744	93298	MTR2
YOL165C	YOL165C	XV	1647	2078	AAD15
YDR221W	YDR221W	IV	907330	909438	GTB1
YGR264C	YGR264C	VII	1019598	1021853	MES1
YDL184C	YDL184C	IV	130407	130484	RPL41A
YDR206W	YDR206W	IV	862054	864708	EBS1
YKL198C	YKL198C	XI	68232	70220	PTK1
YLR112W	YLR112W	XII	370791	371210	
YBL037W	YBL037W	II	147209	150286	APL3
YDR504C	YDR504C	IV	1456311	1456694	SPG3
YBL083C	YBL083C	II	69713	70138	
YJR152W	YJR152W	X	719666	721297	DAL5
YPR042C	YPR042C	XVI	650435	653662	PUF2
YBR191W-A	YBR191W-A	II	607149	607223	
YBR085W	YBR085W	II	415983	416906	AAC3
YDR215C	YDR215C	IV	894089	894502	
YKL076C	YKL076C	XI	292838	293221	PSY1
YER068C-A	YER068C-A	V	295301	295732	
YKL106W	YKL106W	XI	237536	238891	AAT1
YBR281C	YBR281C	II	764970	767606	DUG2
YDL153C	YDL153C	IV	181186	183018	SAS10
YBL078C	YBL078C	II	80378	80731	ATG8
YDL150W	YDL150W	IV	183343	184611	RPC53
YLL001W	YLL001W	XII	147890	150163	DNM1
YOL136C	YOL136C	XV	67561	68754	PFK27
YER036C	YER036C	V	223367	225199	ARB1
YGL052W	YGL052W	VII	403437	403742	
YDR398W	YDR398W	IV	1267471	1269402	UTP5
YNL168C	YNL168C	XIV	318030	318809	FMP41
YGR038W	YGR038W	VII	560682	561350	ORM1
YIL077C	YIL077C	IX	214991	215953	
YDR053W	YDR053W	IV	560249	560644	
YKR031C	YKR031C	XI	501344	506395	SPO14
YMR153W	YMR153W	XIII	564435	565862	NUP53
YPL266W	YPL266W	XVI	39121	40077	DIM1
YPL279C	YPL279C	XVI	13228	14355	FEX2
YPL264C	YPL264C	XVI	43283	44344	
YHR132C	YHR132C	VIII	368502	369794	ECM14
YER115C	YER115C	V	394292	394867	SPR6
YLR336C	YLR336C	XII	799697	802396	SGD1
YDR101C	YDR101C	IV	655686	657467	ARX1
YDR441C	YDR441C	IV	1344517	1345062	APT2
YMR121C	YMR121C	XIII	509734	510348	RPL15B
YHL014C	YHL014C	VIII	76097	77314	YLF2
YIL054W	YIL054W	IX	254543	254860	
YMR312W	YMR312W	XIII	898405	899226	ELP6
YMR164C	YMR164C	XIII	587274	589550	MSS11
YOR382W	YOR382W	XV	1059531	1059992	FIT2
YLR141W	YLR141W	XII	423683	424774	RRN5
YOR214C	YOR214C	XV	745593	746303	SPR2
YJL030W	YJL030W	X	387657	388247	MAD2
YDR410C	YDR410C	IV	1292372	1293091	STE14
YDR498C	YDR498C	IV	1445843	1446994	SEC20
YJR096W	YJR096W	X	611195	612043	
YOR335C	YOR335C	XV	946233	949109	ALA1
YGL059W	YGL059W	VII	392223	393698	PKP2
YNL017C	YNL017C	XIV	602138	602476	
YMR051C	YMR051C	XIII	377003	378325	
YNL087W	YNL087W	XIV	462411	465947	TCB2
YHR015W	YHR015W	VIII	134554	136533	MIP6
YJL177W	YJL177W	X	90786	91657	RPL17B
YDR502C	YDR502C	IV	1453310	1454464	SAM2
YGL037C	YGL037C	VII	427297	427947	PNC1
